time,duration,string,fret,finger,finger_name
87.900000,0.15,3,4,1,Pointer
88.050000,0.15,4,6,2,Middle
88.200000,0.09999999999999999,3,4,1,Pointer
88.300000,0.09999999999999999,3,6,2,Middle
88.400000,0.09999999999999999,3,4,1,Pointer
88.500000,0.15,4,6,2,Middle
88.650000,0.15,3,4,1,Pointer
88.800000,0.15,6,7,3,Ring
88.950000,0.15,5,6,2,Middle
89.100000,0.15,4,4,1,Pointer
89.250000,0.15,5,6,2,Middle
89.400000,0.09999999999999999,4,4,1,Pointer
89.500000,0.09999999999999999,4,6,2,Middle
89.600000,0.09999999999999999,4,4,1,Pointer
89.700000,0.15,5,6,2,Middle
89.850000,0.15,4,4,1,Pointer
90.000000,0.15,5,9,4,Pinky
90.150000,0.15,4,8,3,Ring
90.300000,0.15,3,6,2,Middle
90.450000,0.15,4,8,3,Ring
90.600000,0.09999999999999999,3,6,2,Middle
90.700000,0.09999999999999999,3,8,3,Ring
90.800000,0.09999999999999999,3,6,2,Middle
90.900000,0.15,4,8,3,Ring
91.050000,0.15,3,6,2,Middle
91.200000,0.15,5,6,2,Middle
91.350000,0.15,4,6,2,Middle
91.500000,0.15,3,4,1,Pointer
91.650000,0.15,4,6,2,Middle
91.800000,0.09999999999999999,3,4,1,Pointer
91.900000,0.09999999999999999,3,6,2,Middle
92.000000,0.09999999999999999,3,4,1,Pointer
92.100000,0.15,4,6,2,Middle
92.250000,0.15,3,4,1,Pointer
92.400000,0.15,5,7,3,Ring
92.550000,0.15,4,6,2,Middle
92.700000,0.15,3,4,1,Pointer
92.850000,0.15,4,6,2,Middle
93.000000,0.09999999999999999,3,4,1,Pointer
93.100000,0.09999999999999999,3,6,2,Middle
93.200000,0.09999999999999999,3,4,1,Pointer
93.300000,0.15,4,6,2,Middle
93.450000,0.15,3,4,1,Pointer
93.600000,0.15,6,7,3,Ring
93.750000,0.15,5,6,2,Middle
93.900000,0.15,4,4,1,Pointer
94.050000,0.15,5,6,2,Middle
94.200000,0.09999999999999999,4,4,1,Pointer
94.300000,0.09999999999999999,4,6,2,Middle
94.400000,0.09999999999999999,4,4,1,Pointer
94.500000,0.15,5,6,2,Middle
94.650000,0.15,4,4,1,Pointer
94.800000,0.15,6,6,2,Middle
94.950000,0.15,5,4,1,Pointer
95.100000,0.15,4,4,1,Pointer
95.250000,0.15,5,4,1,Pointer
95.400000,0.09999999999999999,4,4,1,Pointer
95.500000,0.09999999999999999,4,6,3,Ring
95.600000,0.09999999999999999,4,4,1,Pointer
95.700000,0.15,5,4,1,Pointer
95.850000,0.15,4,4,1,Pointer
96.000000,0.15,2,9,4,Pinky
96.000000,0.15,3,9,2,Middle
96.000000,0.15,4,9,2,Middle
96.150000,0.15,2,9,4,Pinky
96.150000,0.15,3,9,2,Middle
96.150000,0.15,4,9,2,Middle
96.300000,0.15,2,9,2,Middle
96.300000,0.15,3,9,2,Middle
96.300000,0.15,4,9,4,Pinky
96.450000,0.15,2,9,4,Pinky
96.450000,0.15,3,9,2,Middle
96.450000,0.15,4,9,2,Middle
96.600000,0.15,2,9,4,Pinky
96.600000,0.15,3,9,2,Middle
96.600000,0.15,4,9,2,Middle
96.750000,0.15,2,9,4,Pinky
96.750000,0.15,3,9,2,Middle
96.750000,0.15,4,9,2,Middle
96.900000,0.15,2,9,4,Pinky
96.900000,0.15,3,9,2,Middle
96.900000,0.15,4,9,2,Middle
97.050000,0.15,2,9,4,Pinky
97.050000,0.15,3,9,2,Middle
97.050000,0.15,4,9,2,Middle
97.200000,0.15,2,9,2,Middle
97.200000,0.15,3,9,2,Middle
97.200000,0.15,4,9,4,Pinky
97.350000,0.15,2,9,4,Pinky
97.350000,0.15,3,9,2,Middle
97.350000,0.15,4,9,2,Middle
97.500000,0.15,2,9,4,Pinky
97.500000,0.15,3,9,2,Middle
97.500000,0.15,4,9,2,Middle
97.650000,0.15,2,9,4,Pinky
97.650000,0.15,3,9,2,Middle
97.650000,0.15,4,9,2,Middle
97.800000,0.15,2,9,4,Pinky
97.800000,0.15,3,9,2,Middle
97.800000,0.15,4,9,2,Middle
97.950000,0.15,2,9,4,Pinky
97.950000,0.15,3,9,2,Middle
97.950000,0.15,4,9,2,Middle
98.100000,0.15,2,9,2,Middle
98.100000,0.15,3,9,2,Middle
98.100000,0.15,4,9,4,Pinky
98.250000,0.15,2,9,4,Pinky
98.250000,0.15,3,9,2,Middle
98.250000,0.15,4,9,2,Middle
98.400000,0.15,2,9,4,Pinky
98.400000,0.15,3,9,2,Middle
98.400000,0.15,4,9,2,Middle
98.550000,0.15,2,9,4,Pinky
98.550000,0.15,3,9,2,Middle
98.550000,0.15,4,9,2,Middle
98.700000,0.15,2,9,2,Middle
98.700000,0.15,3,9,2,Middle
98.700000,0.15,4,9,4,Pinky
98.850000,0.15,2,9,4,Pinky
98.850000,0.15,3,9,2,Middle
98.850000,0.15,4,9,2,Middle
99.000000,0.15,2,9,4,Pinky
99.000000,0.15,3,9,2,Middle
99.000000,0.15,4,9,2,Middle
99.150000,0.15,2,9,4,Pinky
99.150000,0.15,3,9,2,Middle
99.150000,0.15,4,9,2,Middle
99.300000,0.15,2,9,3,Ring
99.300000,0.15,3,9,2,Middle
99.300000,0.15,4,9,2,Middle
99.450000,0.15,2,9,3,Ring
99.450000,0.15,3,9,1,Pointer
99.450000,0.15,4,9,1,Pointer
99.600000,0.15,2,11,4,Pinky
99.600000,0.15,3,11,2,Middle
99.600000,0.15,4,11,2,Middle
99.750000,0.15,2,11,2,Middle
99.750000,0.15,3,11,2,Middle
99.750000,0.15,4,11,4,Pinky
99.900000,0.15,2,11,2,Middle
99.900000,0.15,3,11,2,Middle
99.900000,0.15,4,11,4,Pinky
100.050000,0.15,2,11,2,Middle
100.050000,0.15,3,11,2,Middle
100.050000,0.15,4,11,4,Pinky
100.200000,0.15,2,11,4,Pinky
100.200000,0.15,3,11,2,Middle
100.200000,0.15,4,11,2,Middle
100.350000,0.15,2,11,4,Pinky
100.350000,0.15,3,11,2,Middle
100.350000,0.15,4,11,2,Middle
100.500000,0.15,2,11,4,Pinky
100.500000,0.15,3,11,1,Pointer
100.500000,0.15,4,11,1,Pointer
100.650000,0.15,2,11,3,Ring
100.650000,0.15,3,11,1,Pointer
100.650000,0.15,4,11,1,Pointer
100.800000,0.15,2,12,3,Ring
100.800000,0.15,3,13,2,Middle
100.800000,0.15,4,13,4,Pinky
100.950000,0.15,2,12,3,Ring
100.950000,0.15,3,13,2,Middle
100.950000,0.15,4,13,4,Pinky
101.100000,0.15,2,12,3,Ring
101.100000,0.15,3,13,2,Middle
101.100000,0.15,4,13,4,Pinky
101.250000,0.15,2,12,3,Ring
101.250000,0.15,3,13,4,Pinky
101.250000,0.15,4,13,2,Middle
101.400000,0.15,2,12,3,Ring
101.400000,0.15,3,13,2,Middle
101.400000,0.15,4,13,4,Pinky
101.550000,0.15,2,12,3,Ring
101.550000,0.15,3,13,4,Pinky
101.550000,0.15,4,13,2,Middle
101.700000,0.15,2,12,3,Ring
101.700000,0.15,3,13,2,Middle
101.700000,0.15,4,13,4,Pinky
101.850000,0.15,2,12,3,Ring
101.850000,0.15,3,13,4,Pinky
101.850000,0.15,4,13,2,Middle
102.000000,0.15,2,12,3,Ring
102.000000,0.15,3,13,4,Pinky
102.000000,0.15,4,13,2,Middle
102.150000,0.15,2,12,3,Ring
102.150000,0.15,3,13,2,Middle
102.150000,0.15,4,13,2,Middle
102.300000,0.15,2,12,3,Ring
102.300000,0.15,3,13,2,Middle
102.300000,0.15,4,13,4,Pinky
102.450000,0.15,2,12,3,Ring
102.450000,0.15,3,13,4,Pinky
102.450000,0.15,4,13,2,Middle
102.600000,0.15,2,12,3,Ring
102.600000,0.15,3,13,2,Middle
102.600000,0.15,4,13,4,Pinky
102.750000,0.15,2,12,3,Ring
102.750000,0.15,3,13,4,Pinky
102.750000,0.15,4,13,2,Middle
102.900000,0.15,2,12,3,Ring
102.900000,0.15,3,13,4,Pinky
102.900000,0.15,4,13,2,Middle
103.050000,0.15,2,12,3,Ring
103.050000,0.15,3,13,2,Middle
103.050000,0.15,4,13,2,Middle
103.200000,0.15,2,12,3,Ring
103.200000,0.15,3,13,2,Middle
103.200000,0.15,4,13,4,Pinky
103.350000,0.15,2,12,3,Ring
103.350000,0.15,3,13,4,Pinky
103.350000,0.15,4,13,2,Middle
103.500000,0.15,2,12,3,Ring
103.500000,0.15,3,13,4,Pinky
103.500000,0.15,4,13,2,Middle
103.650000,0.15,2,12,3,Ring
103.650000,0.15,3,13,2,Middle
103.650000,0.15,4,13,2,Middle
103.800000,0.15,2,12,3,Ring
103.800000,0.15,3,13,2,Middle
103.800000,0.15,4,13,4,Pinky
103.950000,0.15,2,12,3,Ring
103.950000,0.15,3,13,4,Pinky
103.950000,0.15,4,13,2,Middle
