Time,Wx,Wy,Wz,Tx,Ty,Tz,Ix,Iy,Iz,Mx,My,Mz,Rx,Ry,Rz,Px,Py,Pz
0.0
0.172414
0.172414
0.517241,0.41757404804229736,1.1082661151885986,-5.834726835018955e-07,0.3279531002044678,0.8341616988182068,0.0035600715782493353,0.3564857542514801,0.7811721563339233,0.028043527156114578,0.38545119762420654,0.8626639246940613,0.02389219030737877,0.4135849177837372,0.8972097039222717,0.0165368914604187,0.4497864246368408,0.8769205808639526,0.029572589322924614
0.689655
0.689655
1.034483
1.034483
1.37931
1.551724
1.724138
1.724138
2.068966
2.241379
2.413793
2.413793
2.758621
2.931034
3.103448
3.103448
3.448276
3.62069
3.793103
3.793103
4.137931
4.310345
4.482759
4.482759
4.827586
5.0
5.172414
5.172414
5.517241
5.689655
5.689655
6.034483
6.206897
6.206897
6.551724
6.551724
6.896552
7.068966
7.241379,0.6247995495796204,0.6078108549118042,2.031945030012139e-07,0.42760443687438965,0.40192148089408875,-0.017960939556360245,0.502412736415863,0.43576154112815857,0.07285772264003754,0.5325470566749573,0.4405350685119629,0.08301431685686111,0.5541887283325195,0.44167059659957886,0.08684574067592621,0.568862795829773,0.43917131423950195,0.10898058861494064
7.241379
7.586207,0.5611048936843872,0.5340196490287781,2.939665364465327e-07,0.35207027196884155,0.4255909025669098,-0.01409763004630804,0.4426679015159607,0.20270073413848877,0.014435197226703167,0.47942665219306946,0.180044487118721,0.018725641071796417,0.5229001045227051,0.1982264220714569,0.020906273275613785,0.5650300979614258,0.22790411114692688,0.03355337306857109
7.758621,0.5563766956329346,0.525429368019104,1.686851902604758e-07,0.3624251186847687,0.41494885087013245,-0.03806504234671593,0.44671231508255005,0.21648913621902466,-0.03190532699227333,0.4849783182144165,0.20449894666671753,-0.024218013510107994,0.5235757231712341,0.20875321328639984,-0.018193135038018227,0.5627642273902893,0.23202353715896606,-0.014480029232800007
7.931034,0.5589884519577026,0.5398410558700562,1.5972436528954859e-07,0.36180180311203003,0.4099927544593811,-0.020019054412841797,0.44027891755104065,0.23088151216506958,-0.0030974741093814373,0.4760240316390991,0.2256198227405548,-0.007530212868005037,0.5155345797538757,0.23209673166275024,-0.004636023659259081,0.5504734516143799,0.22965939342975616,0.0053184363059699535
7.931034,0.5575116872787476,0.5462827682495117,1.7316511957687908e-07,0.36127153038978577,0.4134613573551178,-0.028769107535481453,0.4356892704963684,0.23192310333251953,-0.015032206661999226,0.4757137894630432,0.23024192452430725,-0.01940106227993965,0.5133348107337952,0.2363164722919464,-0.01620345562696457,0.5448954105377197,0.22934985160827637,-0.008693498559296131
8.275862,0.5620483756065369,0.4240250885486603,1.6695221916052105e-07,0.3918045163154602,0.4068759083747864,-0.07458391785621643,0.43412914872169495,0.21648217737674713,-0.07399540394544601,0.5011381506919861,0.2119164764881134,-0.06637043505907059,0.5257014036178589,0.20629562437534332,-0.0547315776348114,0.5346506237983704,0.20101478695869446,-0.04363982006907463
8.448276,0.5598351359367371,0.4040259122848511,3.9193597700659666e-08,0.4064788818359375,0.3766292333602905,-0.08029119670391083,0.43537694215774536,0.24930667877197266,-0.07650680094957352,0.4770616292953491,0.2544988691806793,-0.07323416322469711,0.5126634836196899,0.23495864868164062,-0.057497721165418625,0.5424970388412476,0.22781315445899963,-0.05224600061774254
8.62069,0.5543212294578552,0.4138144254684448,-4.113897489332885e-08,0.41022002696990967,0.37926185131073,-0.09764108806848526,0.4351925551891327,0.26427239179611206,-0.10006100684404373,0.4743746519088745,0.255587637424469,-0.0931587740778923,0.5184718370437622,0.2669341266155243,-0.08304667472839355,0.5455576777458191,0.25613972544670105,-0.07567661255598068
8.62069
8.965517,0.2519611716270447,0.8504882454872131,-2.9954730251802175e-08,0.15597814321517944,0.8650190830230713,-0.021318310871720314,0.13817717134952545,0.7609156370162964,-0.014225372113287449,0.14937229454517365,0.7758210897445679,-0.0026011422742158175,0.16007882356643677,0.7821657061576843,0.0029507947620004416,0.16857968270778656,0.7812915444374084,0.011882304213941097
9.137931,0.22909876704216003,0.7295754551887512,4.4791075737293795e-08,0.14107882976531982,0.7383289933204651,-0.02320927381515503,0.12568090856075287,0.6395490169525146,-0.014749042689800262,0.1408790498971939,0.6645905375480652,-0.0040365904569625854,0.15169182419776917,0.6611328721046448,0.003927324898540974,0.1579933911561966,0.6610310077667236,0.010927203111350536
9.310345,0.2077021449804306,0.48728466033935547,-3.683274840682316e-08,0.12321217358112335,0.4809703528881073,-0.020531918853521347,0.12491749227046967,0.4224604368209839,-0.009886776097118855,0.13473324477672577,0.4051229655742645,0.0002864038397092372,0.14587266743183136,0.3918305039405823,0.005518079269677401,0.15693382918834686,0.3873595595359802,0.008605202659964561
9.310345,0.5127096772193909,0.3394595980644226,-2.643022867232503e-07,0.40341416001319885,0.42550933361053467,-0.09667878597974777,0.4387897849082947,0.30365869402885437,-0.09877440333366394,0.47824814915657043,0.34234005212783813,-0.08828458935022354,0.5081074833869934,0.3265020251274109,-0.07212797552347183,0.5304775834083557,0.30953919887542725,-0.07151204347610474
9.655172,0.5165768265724182,0.3270723521709442,-3.4393266901133757e-07,0.4151352345943451,0.38039135932922363,-0.0937667265534401,0.4381701648235321,0.30981501936912537,-0.10436615347862244,0.4853501617908478,0.37457409501075745,-0.10254311561584473,0.5193571448326111,0.35319390892982483,-0.09009582549333572,0.5615694522857666,0.2745438814163208,-0.08663206547498703
9.827586,0.21529388427734375,0.15163835883140564,-2.2584011105664104e-08,0.14035244286060333,0.17555400729179382,-0.013720829971134663,0.10354682058095932,0.08079171925783157,-0.010191050358116627,0.12768176198005676,0.1083233430981636,-4.537568747764453e-05,0.15310949087142944,0.12997809052467346,0.0022963164374232292,0.16114629805088043,0.12693728506565094,0.011458653025329113
10.0,0.21168644726276398,0.17547376453876495,-8.003379292631507e-08,0.14940671622753143,0.23946157097816467,-0.014064481481909752,0.11986667662858963,0.17800280451774597,0.0015630320413038135,0.13505978882312775,0.18891002237796783,0.010727504268288612,0.14995642006397247,0.18416711688041687,0.014429031871259212,0.1570722460746765,0.17553427815437317,0.024820229038596153
10.0,0.20954762399196625,0.1953243613243103,-1.0683601914251994e-07,0.15194568037986755,0.2633621096611023,-0.0076194568537175655,0.12779106199741364,0.2026301622390747,0.008180188946425915,0.15189914405345917,0.22656656801700592,0.012330195866525173,0.16451245546340942,0.22114799916744232,0.015898441895842552,0.17134839296340942,0.20424294471740723,0.02575933188199997
10.344828,0.5013346076011658,0.2831750512123108,-1.417004682480183e-07,0.4446904957294464,0.36906102299690247,-0.12386991083621979,0.4475141167640686,0.3055119514465332,-0.14636686444282532,0.493377149105072,0.3449893593788147,-0.1393364518880844,0.5239078998565674,0.3310149908065796,-0.1241116151213646,0.5436516404151917,0.31902116537094116,-0.11711815744638443
10.517241,0.49995502829551697,0.26561635732650757,-1.4173784279591928e-07,0.47067180275917053,0.3273681402206421,-0.13184405863285065,0.4582228362560272,0.32035088539123535,-0.15854717791080475,0.5170770287513733,0.3447880744934082,-0.14743775129318237,0.5391516089439392,0.34565767645835876,-0.12646108865737915,0.5596564412117004,0.3142908215522766,-0.11460185796022415
10.689655
10.689655
11.034483,0.46461015939712524,0.7062631845474243,-4.023452788715076e-07,0.5462347269058228,0.6186131238937378,-0.09119899570941925,0.5484848022460938,0.6890853643417358,-0.1104794517159462,0.49440667033195496,0.6431083679199219,-0.10208181291818619,0.4606162905693054,0.6450065970420837,-0.08179549872875214,0.4408642053604126,0.6678985953330994,-0.07573425769805908
11.206897,0.4748123288154602,0.7017360329627991,-3.5271145293336303e-07,0.5513810515403748,0.5962206125259399,-0.11717241257429123,0.550591766834259,0.6932764053344727,-0.13053655624389648,0.49745386838912964,0.630537748336792,-0.11493859440088272,0.4650445580482483,0.6404064297676086,-0.08828946948051453,0.4460277557373047,0.6698958873748779,-0.0811060443520546
11.206897,0.4815670847892761,0.7406523823738098,-3.699120441069681e-07,0.5442293882369995,0.6137087345123291,-0.10424231737852097,0.5510275363922119,0.7033587098121643,-0.12131667882204056,0.4938671886920929,0.6254101991653442,-0.10808837413787842,0.46138718724250793,0.6302419900894165,-0.08425002545118332,0.44494497776031494,0.66177898645401,-0.07837803661823273
11.551724,0.49715229868888855,0.7483646273612976,-3.439503473146033e-07,0.5453541874885559,0.6588069796562195,-0.08912056684494019,0.5509138107299805,0.6977816820144653,-0.10481327772140503,0.4989610016345978,0.634690523147583,-0.09316010773181915,0.4649233818054199,0.6316248178482056,-0.07468916475772858,0.4434473514556885,0.666252851486206,-0.06880588084459305
11.724138,0.486722469329834,0.7074627876281738,-2.713603066695214e-07,0.5624868273735046,0.5873977541923523,-0.11613696068525314,0.556844174861908,0.692377507686615,-0.13181298971176147,0.5037465691566467,0.6147394180297852,-0.11976791173219681,0.46915608644485474,0.623418390750885,-0.09673724323511124,0.44580042362213135,0.6555305123329163,-0.09041909128427505
11.724138,0.485794335603714,0.7041825652122498,-2.6606670644468977e-07,0.5606873631477356,0.59248286485672,-0.11771262437105179,0.5580040216445923,0.6934897303581238,-0.13159364461898804,0.5058876872062683,0.616772472858429,-0.12172962725162506,0.47038543224334717,0.6203129291534424,-0.098723866045475,0.44754767417907715,0.6518677473068237,-0.09656926989555359
12.068966,0.49045583605766296,0.6871887445449829,-2.005723018783101e-07,0.5647910833358765,0.5821080207824707,-0.15434390306472778,0.5573312640190125,0.6837345957756042,-0.17082999646663666,0.507312536239624,0.615189790725708,-0.154711052775383,0.47580280900001526,0.6196110844612122,-0.12120961397886276,0.45339256525039673,0.6518835425376892,-0.11530352383852005
12.068966,0.491394966840744,0.6914997696876526,-2.3177453556399996e-07,0.565528929233551,0.5756148099899292,-0.146990105509758,0.554580569267273,0.6843106150627136,-0.1607912927865982,0.5072599649429321,0.616518497467041,-0.14450570940971375,0.47637030482292175,0.6219151020050049,-0.11196701228618622,0.4546113908290863,0.6503669023513794,-0.10602546483278275
12.413793,0.45994797348976135,0.6117815971374512,-3.0913383852748666e-07,0.5851577520370483,0.5832476615905762,-0.10226107388734818,0.5581264495849609,0.6901856064796448,-0.102809838950634,0.5091859102249146,0.63251793384552,-0.08266177028417587,0.47724783420562744,0.6427356004714966,-0.06118601933121681,0.4553963840007782,0.6564609408378601,-0.05902118608355522
12.586207,0.46261635422706604,0.6068471074104309,-2.4671817300259136e-07,0.5966523289680481,0.571171760559082,-0.10113883018493652,0.5577792525291443,0.6946107149124146,-0.0986657589673996,0.5095134973526001,0.6364734172821045,-0.09091170877218246,0.4764639139175415,0.6477890014648438,-0.0731920599937439,0.4523419737815857,0.664596676826477,-0.0694669559597969
12.758621,0.4551433324813843,0.5964722633361816,-2.4424821276625153e-07,0.6046226024627686,0.5764371156692505,-0.08642745018005371,0.5614780783653259,0.6963011622428894,-0.08704083412885666,0.5111045837402344,0.6468561887741089,-0.08221780508756638,0.47751152515411377,0.6605111360549927,-0.06691940128803253,0.4527226984500885,0.672514021396637,-0.06525425612926483
12.758621,0.4234841465950012,0.5890222787857056,-2.870068556148908e-07,0.6024694442749023,0.5821398496627808,-0.07228073477745056,0.5579758286476135,0.6921612024307251,-0.0702468603849411,0.5138252377510071,0.6584696769714355,-0.06557110697031021,0.48325178027153015,0.6642702221870422,-0.051651325076818466,0.45971521735191345,0.6875735521316528,-0.04968259111046791
13.103448
13.275862
13.448276
13.448276
13.793103,0.4332526922225952,0.574586808681488,-2.3304957608161203e-07,0.6134682297706604,0.5786387324333191,-0.07130108028650284,0.5612813234329224,0.7060134410858154,-0.06390421837568283,0.5176790952682495,0.6723886728286743,-0.0579945333302021,0.48594406247138977,0.6935429573059082,-0.045444995164871216,0.4620603024959564,0.700836181640625,-0.046457137912511826
13.965517,0.5028865337371826,0.6892656683921814,-1.8728511008703208e-07,0.5816217064857483,0.6628538370132446,-0.07031483203172684,0.5565196871757507,0.7099950313568115,-0.08562284708023071,0.5148950815200806,0.6848748326301575,-0.08649978786706924,0.4818561375141144,0.7026659250259399,-0.08076982200145721,0.4560723602771759,0.7155707478523254,-0.07784640789031982
13.965517,0.5035690665245056,0.7072019577026367,-2.2837079427517892e-07,0.5760423541069031,0.6689700484275818,-0.0626886710524559,0.5558891296386719,0.7041569948196411,-0.0808108001947403,0.5115900039672852,0.6783522963523865,-0.08124974370002747,0.47818663716316223,0.6945436596870422,-0.07580291479825974,0.45296943187713623,0.7134601473808289,-0.07496202737092972
14.310345,0.4954919219017029,0.6691120862960815,-1.9202035161924869e-07,0.6112931370735168,0.6028507351875305,-0.10045917332172394,0.5549182891845703,0.6991516351699829,-0.10610587149858475,0.511001706123352,0.6647305488586426,-0.10336557030677795,0.476823091506958,0.6835806965827942,-0.08991140127182007,0.45488548278808594,0.7064563632011414,-0.08303353190422058
14.482759
14.482759
14.827586,0.43150100111961365,0.5534012913703918,-1.409965619814102e-07,0.6265763640403748,0.5839948654174805,-0.07313182950019836,0.5552893280982971,0.704839289188385,-0.07050785422325134,0.5054590702056885,0.6762465834617615,-0.0702878013253212,0.47488370537757874,0.6771045923233032,-0.057697657495737076,0.45382848381996155,0.6953949332237244,-0.055369772017002106
14.827586,0.4321248531341553,0.5440528392791748,-1.092100987420963e-07,0.6268948316574097,0.5805573463439941,-0.08609028160572052,0.5544989109039307,0.7000657320022583,-0.09156209975481033,0.5030784606933594,0.6760018467903137,-0.09924955666065216,0.472452312707901,0.6775139570236206,-0.08795399218797684,0.4483925998210907,0.6873468160629272,-0.08482377231121063
15.172414,0.42539092898368835,0.5483543276786804,-1.5598435254560172e-07,0.61232990026474,0.5959864258766174,-0.0727979764342308,0.5557585954666138,0.7056739330291748,-0.07215937227010727,0.505590558052063,0.6756951808929443,-0.07467284798622131,0.47540923953056335,0.6720066666603088,-0.06310030072927475,0.4558851718902588,0.6883200407028198,-0.06048915907740593
15.344828,0.4169044494628906,0.5618560910224915,-2.384910260389006e-07,0.6134710311889648,0.5897808074951172,-0.07559198886156082,0.5557594299316406,0.6999917030334473,-0.08045023679733276,0.5073792934417725,0.6617123484611511,-0.07953833788633347,0.4782908856868744,0.6549424529075623,-0.06550749391317368,0.45480260252952576,0.6734619736671448,-0.06612598896026611
15.517241,0.41590628027915955,0.562011182308197,-2.5156819560834265e-07,0.6175497174263,0.5882377624511719,-0.07186581939458847,0.5546604990959167,0.7012029886245728,-0.07599073648452759,0.5047503709793091,0.6601871252059937,-0.07604952901601791,0.47435009479522705,0.6527774930000305,-0.06097976118326187,0.45301753282546997,0.6700341701507568,-0.06103437766432762
15.517241,0.41895592212677,0.5584220290184021,-2.733582675773505e-07,0.6176753044128418,0.5925841927528381,-0.06422237306833267,0.5525735020637512,0.7040234208106995,-0.06688039004802704,0.5034757852554321,0.6593801379203796,-0.06461673974990845,0.4745633602142334,0.6536664366722107,-0.04991145059466362,0.45403778553009033,0.6676155924797058,-0.047857508063316345
15.862069,0.43087026476860046,0.5510119199752808,-1.7579615985141572e-07,0.6174513101577759,0.591483473777771,-0.06655845046043396,0.5536418557167053,0.7059146165847778,-0.062049608677625656,0.5007655024528503,0.6639349460601807,-0.06597016751766205,0.4726135730743408,0.661368191242218,-0.056159913539886475,0.45331043004989624,0.6829106211662292,-0.05517081916332245
16.034483,0.4331972599029541,0.5622512102127075,-1.3230341266989853e-07,0.61517733335495,0.5934212803840637,-0.07824280112981796,0.5530773997306824,0.7047911882400513,-0.07980058342218399,0.4988686144351959,0.6705864667892456,-0.07791458070278168,0.46768292784690857,0.6750720739364624,-0.06557000428438187,0.44995424151420593,0.6912778615951538,-0.06609837710857391
16.206897,0.44045335054397583,0.5761203765869141,-1.2232480628426856e-07,0.6073809862136841,0.6025193333625793,-0.08976000547409058,0.548845648765564,0.7005361914634705,-0.10137349367141724,0.49864307045936584,0.6722126603126526,-0.09501301497220993,0.46476680040359497,0.6818879246711731,-0.07834959775209427,0.4443827271461487,0.690635621547699,-0.07528220117092133
16.206897,0.4934372901916504,0.6509221196174622,-4.8669981822513364e-08,0.6057915687561035,0.5988996624946594,-0.13477666676044464,0.5512097477912903,0.7018347382545471,-0.15674571692943573,0.49996525049209595,0.6672686338424683,-0.15204884111881256,0.46975505352020264,0.6830464005470276,-0.1292494684457779,0.44670599699020386,0.7059758901596069,-0.11626715958118439
16.551724,0.4387381672859192,0.5727728605270386,-1.631846373584267e-07,0.616051435470581,0.6068971753120422,-0.08048558235168457,0.549640953540802,0.7035616636276245,-0.0824691504240036,0.4995090961456299,0.6640527248382568,-0.07772266119718552,0.4716932773590088,0.6802895069122314,-0.05970035493373871,0.44979622960090637,0.7055447697639465,-0.05898859351873398
16.724138,0.43417516350746155,0.5623651146888733,-1.828033191486611e-07,0.6206026077270508,0.6112436056137085,-0.07311957329511642,0.5507714748382568,0.707613468170166,-0.07531941682100296,0.5048726201057434,0.6803678870201111,-0.07270538806915283,0.47639474272727966,0.6888394355773926,-0.057617127895355225,0.45547062158584595,0.7140547037124634,-0.05241546034812927
16.724138,0.43157637119293213,0.5604634284973145,-1.4865382524931192e-07,0.6204191446304321,0.6080369353294373,-0.07676558941602707,0.5500007271766663,0.7039428353309631,-0.07400774955749512,0.5023176074028015,0.6735786199569702,-0.06902611255645752,0.4760274589061737,0.683615505695343,-0.050155624747276306,0.4568237066268921,0.7090221047401428,-0.04416923597455025
17.068966,0.48402106761932373,0.656450092792511,3.064883069558988e-10,0.5839608907699585,0.6082686185836792,-0.16065186262130737,0.5532397627830505,0.7014859318733215,-0.19340425729751587,0.4961850643157959,0.6513960361480713,-0.18029911816120148,0.4668336510658264,0.6603003144264221,-0.15660367906093597,0.4448244869709015,0.6904604434967041,-0.14557625353336334
17.241379,0.4650794565677643,0.602522611618042,-6.671184848983103e-08,0.605109691619873,0.5949316024780273,-0.14524148404598236,0.5536647439002991,0.6985242962837219,-0.17239128053188324,0.49770858883857727,0.6522250175476074,-0.16677722334861755,0.46727097034454346,0.6602367162704468,-0.1430588662624359,0.4483952224254608,0.680091917514801,-0.1339515596628189
17.241379,0.4353073537349701,0.5715068578720093,-1.248950667331883e-07,0.6220541596412659,0.595943808555603,-0.11059168726205826,0.5520896315574646,0.698685884475708,-0.12842503190040588,0.49564775824546814,0.6551421880722046,-0.12453141808509827,0.468008428812027,0.6596200466156006,-0.10310547053813934,0.4495801627635956,0.6839168071746826,-0.0971079021692276
17.586207,0.44163617491722107,0.5770477652549744,-1.692631741434525e-07,0.614953875541687,0.5821834206581116,-0.09482426941394806,0.5557354688644409,0.7034355998039246,-0.09370099008083344,0.49552151560783386,0.6504408717155457,-0.0891798734664917,0.4678953289985657,0.6603167057037354,-0.07045097649097443,0.4502677619457245,0.679165780544281,-0.06809954345226288
17.586207,0.4820663630962372,0.6464810967445374,-6.867920632203095e-08,0.5991314649581909,0.5811469554901123,-0.13573387265205383,0.5546472072601318,0.6982495784759521,-0.1512637436389923,0.500657320022583,0.6506295800209045,-0.14496387541294098,0.4716914892196655,0.6568740010261536,-0.12422368675470352,0.4490125775337219,0.6734774112701416,-0.11806349456310272
17.931034,0.47866708040237427,0.647908627986908,-1.0739707079210348e-07,0.5971220135688782,0.5777795910835266,-0.11524128168821335,0.5550037622451782,0.7025017738342285,-0.12366686761379242,0.5003945827484131,0.650170087814331,-0.11774376034736633,0.46965572237968445,0.6571107506752014,-0.09913501888513565,0.4482421576976776,0.673475444316864,-0.09362243860960007
18.103448,0.4780017137527466,0.6446240544319153,-5.0801610029793665e-08,0.5979109406471252,0.5824334621429443,-0.1349838227033615,0.5550484657287598,0.7022477984428406,-0.14548085629940033,0.4993991553783417,0.6557258367538452,-0.14034612476825714,0.4688342809677124,0.6640768647193909,-0.12029922008514404,0.44692009687423706,0.6786513328552246,-0.11287205666303635
18.275862,0.42803454399108887,0.5581151247024536,-1.9064690093273384e-07,0.6190163493156433,0.5893338322639465,-0.07372906059026718,0.5495479702949524,0.7000143527984619,-0.07367170602083206,0.49744006991386414,0.6659758687019348,-0.07246361672878265,0.46797916293144226,0.665733814239502,-0.05869346484541893,0.45009011030197144,0.6868234872817993,-0.057641927152872086
18.275862,0.4265722632408142,0.5556508302688599,-1.9220661329200084e-07,0.6199325919151306,0.589431881904602,-0.07437353581190109,0.5495156049728394,0.6995487213134766,-0.07351931184530258,0.4971177875995636,0.66462641954422,-0.07377121597528458,0.4683222472667694,0.6657071113586426,-0.06017449498176575,0.45072200894355774,0.6882566809654236,-0.0590066984295845
18.62069,0.42747247219085693,0.5653977394104004,-2.16285840792807e-07,0.6198168992996216,0.5962066650390625,-0.07120956480503082,0.5495321750640869,0.6995055675506592,-0.07442715764045715,0.4979059398174286,0.6685930490493774,-0.07401765882968903,0.4698624908924103,0.6758036613464355,-0.058909203857183456,0.45049506425857544,0.6877607107162476,-0.05590016394853592
18.793103,0.4338805377483368,0.5610036253929138,-1.8899331166721822e-07,0.6167595386505127,0.5996009111404419,-0.07947718352079391,0.5500892400741577,0.7059783339500427,-0.08644979447126389,0.5008746385574341,0.6688061356544495,-0.0821346640586853,0.473600834608078,0.6752761602401733,-0.06457211077213287,0.4540521502494812,0.6857050061225891,-0.05811017006635666
18.965517,0.43437469005584717,0.5592544078826904,-1.715461479534497e-07,0.6157391667366028,0.6024308204650879,-0.07778549939393997,0.5481489300727844,0.7081478834152222,-0.08506066352128983,0.4998701810836792,0.6713057160377502,-0.0799449235200882,0.4722302258014679,0.6750275492668152,-0.06257415562868118,0.45434436202049255,0.6879681348800659,-0.05732404813170433
18.965517,0.4302760064601898,0.5581022500991821,-1.990625122516576e-07,0.6168094277381897,0.6026510000228882,-0.07331035286188126,0.5480479001998901,0.7061083316802979,-0.07955220341682434,0.5030359029769897,0.6711645126342773,-0.07311256229877472,0.47397753596305847,0.6754188537597656,-0.05362153425812721,0.45375749468803406,0.6878698468208313,-0.049949876964092255
19.310345,0.43104255199432373,0.5572048425674438,-1.5809898457064264e-07,0.617548942565918,0.6031809449195862,-0.07821841537952423,0.5492815375328064,0.7076370716094971,-0.08716174215078354,0.5022763609886169,0.6746081113815308,-0.08402226120233536,0.47428086400032043,0.6795275807380676,-0.06695959717035294,0.4547109603881836,0.6935313940048218,-0.061335913836956024
19.482759,0.42871683835983276,0.5526992082595825,-2.0795654620542336e-07,0.6171156764030457,0.6051859855651855,-0.0740671306848526,0.5493777990341187,0.7087994813919067,-0.0821746364235878,0.5031295418739319,0.6741645932197571,-0.07824728637933731,0.4757500886917114,0.6762658953666687,-0.05951884761452675,0.4563542902469635,0.6931560039520264,-0.054408300668001175
19.482759,0.4292597770690918,0.554995059967041,-2.0967517855297046e-07,0.6167177557945251,0.603813886642456,-0.06936012953519821,0.5484613180160522,0.7069441080093384,-0.075687937438488,0.502835750579834,0.6716797351837158,-0.06964437663555145,0.4747554063796997,0.6762163639068604,-0.0505659282207489,0.45477572083473206,0.6886094808578491,-0.04693885147571564
19.827586,0.4302572011947632,0.557946503162384,-1.7162727772301878e-07,0.6176941394805908,0.6076143383979797,-0.07611750066280365,0.549166738986969,0.7064077854156494,-0.08405255526304245,0.5034746527671814,0.6759095788002014,-0.0809481218457222,0.47562429308891296,0.6799120306968689,-0.06287238001823425,0.4556887149810791,0.6991406679153442,-0.05639368295669556
20.0,0.42969977855682373,0.5556109547615051,-2.049474545628982e-07,0.6154454350471497,0.6062142848968506,-0.07318545877933502,0.5498975515365601,0.709169864654541,-0.07946905493736267,0.5037873387336731,0.6770341992378235,-0.07933290302753448,0.4781341254711151,0.6781893968582153,-0.062446609139442444,0.45652422308921814,0.6928405165672302,-0.05585663765668869
20.0,0.43035888671875,0.5538339614868164,-2.1173866571189137e-07,0.615257978439331,0.6066207885742188,-0.07552886754274368,0.549866795539856,0.7089926600456238,-0.08249391615390778,0.5031774640083313,0.6763566136360168,-0.08226963132619858,0.477328360080719,0.677724301815033,-0.06540489941835403,0.458035409450531,0.6955357193946838,-0.05929241701960564
20.344828,0.4283677339553833,0.5516179800033569,-2.1279612383295898e-07,0.6169977188110352,0.6052718758583069,-0.0718340277671814,0.5485213994979858,0.7044174671173096,-0.07970567047595978,0.501920759677887,0.675152063369751,-0.07520832121372223,0.4744095206260681,0.6775679588317871,-0.05679110065102577,0.45528674125671387,0.694610059261322,-0.051896173506975174
20.344828,0.4262470304965973,0.5490309000015259,-2.124533438063736e-07,0.6175390481948853,0.6049216389656067,-0.0684090182185173,0.5480873584747314,0.7048887610435486,-0.07569873332977295,0.5018898248672485,0.6706991195678711,-0.07208839058876038,0.4743663966655731,0.6774460673332214,-0.053903207182884216,0.45439019799232483,0.6900701522827148,-0.04971583932638168
20.689655,0.4304630160331726,0.5561796426773071,-1.8507107313325832e-07,0.613849937915802,0.6048250794410706,-0.07948983460664749,0.5509575605392456,0.7050698399543762,-0.08856464922428131,0.5002284646034241,0.6703320145606995,-0.08796463161706924,0.4712833762168884,0.6730460524559021,-0.071485735476017,0.4535013437271118,0.6896313428878784,-0.0651019811630249
20.862069,0.42987799644470215,0.5571119785308838,-1.6284855064441217e-07,0.6120359897613525,0.6063463687896729,-0.07956811785697937,0.5473198890686035,0.7053577303886414,-0.08636803179979324,0.4998385012149811,0.6643548607826233,-0.08276945352554321,0.4715665578842163,0.6691570281982422,-0.06568988412618637,0.4521277844905853,0.6854445934295654,-0.06210001930594444
21.034483,0.4197923541069031,0.5602724552154541,-2.1160704477551917e-07,0.6093273162841797,0.5746190547943115,-0.08282674103975296,0.5539069771766663,0.7116846442222595,-0.08229345083236694,0.4900214672088623,0.6593029499053955,-0.08091011643409729,0.46190714836120605,0.6645195484161377,-0.06540665775537491,0.4436476528644562,0.6794512867927551,-0.06248525530099869
21.034483,0.417491614818573,0.5585098266601562,-2.0974516701244283e-07,0.6105036735534668,0.572272539138794,-0.08160415291786194,0.5534307360649109,0.7124986052513123,-0.07925274968147278,0.4914261996746063,0.6596243977546692,-0.07820229232311249,0.4626728594303131,0.6616024971008301,-0.06217497959733009,0.44416171312332153,0.6826493740081787,-0.05926547199487686
